#X		#Y		#Wave		#Intensity
-11536.529255	1863.662000	1820.405273	22.426117
-11536.529255	1863.662000	1819.409180	12.458954
-11536.529255	1863.662000	1818.414062	19.930817
-11536.529255	1863.662000	1817.418945	22.418217
-11536.529255	1863.662000	1816.422852	27.395214
-11536.529255	1863.662000	1815.426758	22.410313
-11536.529255	1863.662000	1814.430664	19.916763
-11536.529255	1863.662000	1813.434570	32.359024
-11536.529255	1863.662000	1812.437500	19.909729
-11536.529255	1863.662000	1811.441406	19.906210
-11536.529255	1863.662000	1810.444336	19.902691
-11536.529255	1863.662000	1809.447266	19.899168
-11536.529255	1863.662000	1808.450195	19.895647
-11536.529255	1863.662000	1807.453125	22.378637
-11536.529255	1863.662000	1806.455078	27.346821
-11536.529255	1863.662000	1805.457031	24.856339
-11536.529255	1863.662000	1804.459961	24.851931
-11536.529255	1863.662000	1803.461914	22.362768
-11536.529255	1863.662000	1802.462891	19.874485
-11536.529255	1863.662000	1801.464844	24.838694
-11536.529255	1863.662000	1800.465820	19.867422
-11536.529255	1863.662000	1799.467773	14.897917
-11536.529255	1863.662000	1798.468750	22.342899
-11536.529255	1863.662000	1797.468750	24.821024
-11536.529255	1863.662000	1796.469727	22.334944
-11536.529255	1863.662000	1795.470703	14.887309
-11536.529255	1863.662000	1794.470703	19.846207
-11536.529255	1863.662000	1793.470703	24.803333
-11536.529255	1863.662000	1792.470703	27.278797
-11536.529255	1863.662000	1791.470703	24.794477
-11536.529255	1863.662000	1790.469727	12.395024
-11536.529255	1863.662000	1789.469727	24.785618
-11536.529255	1863.662000	1788.468750	19.824949
-11536.529255	1863.662000	1787.467773	17.343727
-11536.529255	1863.662000	1786.466797	22.295086
-11536.529255	1863.662000	1785.465820	22.291094
-11536.529255	1863.662000	1784.463867	22.287100
-11536.529255	1863.662000	1783.461914	22.283106
-11536.529255	1863.662000	1782.460938	27.230022
-11536.529255	1863.662000	1781.458008	29.700150
-11536.529255	1863.662000	1780.456055	19.796545
-11536.529255	1863.662000	1779.454102	27.215363
-11536.529255	1863.662000	1778.451172	22.263113
-11536.529255	1863.662000	1777.448242	24.732346
-11536.529255	1863.662000	1776.445312	22.255108
-11536.529255	1863.662000	1775.442383	22.251104
-11536.529255	1863.662000	1774.439453	19.775200
-11536.529255	1863.662000	1773.435547	19.771637
-11536.529255	1863.662000	1772.432617	19.768076
-11536.529255	1863.662000	1771.428711	22.235077
-11536.529255	1863.662000	1770.424805	19.760948
-11536.529255	1863.662000	1769.419922	17.287710
-11536.529255	1863.662000	1768.416016	17.284590
-11536.529255	1863.662000	1767.411133	24.687811
-11536.529255	1863.662000	1766.406250	19.746681
-11536.529255	1863.662000	1765.401367	19.743113
-11536.529255	1863.662000	1764.396484	19.739542
-11536.529255	1863.662000	1763.391602	19.735971
-11536.529255	1863.662000	1762.385742	24.665499
-11536.529255	1863.662000	1761.379883	22.194929
-11536.529255	1863.662000	1760.374023	22.190908
-11536.529255	1863.662000	1759.368164	22.186888
-11536.529255	1863.662000	1758.362305	24.647627
-11536.529255	1863.662000	1757.355469	27.107473
-11536.529255	1863.662000	1756.349609	24.638685
-11536.529255	1863.662000	1755.342773	17.243948
-11536.529255	1863.662000	1754.335938	24.629738
-11536.529255	1863.662000	1753.328125	24.625263
-11536.529255	1863.662000	1752.321289	22.158709
-11536.529255	1863.662000	1751.313477	17.231417
-11536.529255	1863.662000	1750.306641	24.611832
-11536.529255	1863.662000	1749.298828	17.225145
-11536.529255	1863.662000	1748.290039	24.602871
-11536.529255	1863.662000	1747.282227	27.058228
-11536.529255	1863.662000	1746.273438	22.134516
-11536.529255	1863.662000	1745.265625	24.589422
-11536.529255	1863.662000	1744.256836	19.667950
-11536.529255	1863.662000	1743.247070	22.122406
-11536.529255	1863.662000	1742.238281	22.118368
-11536.529255	1863.662000	1741.229492	22.114330
-11536.529255	1863.662000	1740.219727	22.110291
-11536.529255	1863.662000	1739.209961	22.106249
-11536.529255	1863.662000	1738.200195	14.734805
-11536.529255	1863.662000	1737.190430	14.732109
-11536.529255	1863.662000	1736.179688	24.549023
-11536.529255	1863.662000	1735.168945	19.635624
-11536.529255	1863.662000	1734.159180	22.086031
-11536.529255	1863.662000	1733.148438	24.535538
-11536.529255	1863.662000	1732.136719	22.077938
-11536.529255	1863.662000	1731.125977	19.621235
-11536.529255	1863.662000	1730.114258	26.974249
-11536.529255	1863.662000	1729.103516	19.614037
-11536.529255	1863.662000	1728.091797	19.610435
-11536.529255	1863.662000	1727.079102	17.155981
-11536.529255	1863.662000	1726.067383	19.603233
-11536.529255	1863.662000	1725.054688	24.499538
-11536.529255	1863.662000	1724.042969	24.495033
-11536.529255	1863.662000	1723.030273	22.041475
-11536.529255	1863.662000	1722.017578	24.486023
-11536.529255	1863.662000	1721.003906	26.929667
-11536.529255	1863.662000	1719.991211	19.581606
-11536.529255	1863.662000	1718.977539	24.472500
-11536.529255	1863.662000	1717.963867	19.574392
-11536.529255	1863.662000	1716.950195	24.463480
-11536.529255	1863.662000	1715.936523	17.121277
-11536.529255	1863.662000	1714.921875	19.563564
-11536.529255	1863.662000	1713.908203	19.559954
-11536.529255	1863.662000	1712.893555	24.445429
-11536.529255	1863.662000	1711.878906	19.552732
-11536.529255	1863.662000	1710.864258	17.105480
-11536.529255	1863.662000	1709.848633	26.875071
-11536.529255	1863.662000	1708.833984	19.541893
-11536.529255	1863.662000	1707.818359	31.749702
-11536.529255	1863.662000	1706.802734	26.860163
-11536.529255	1863.662000	1705.787109	19.531048
-11536.529255	1863.662000	1704.770508	19.527431
-11536.529255	1863.662000	1703.754883	17.083338
-11536.529255	1863.662000	1702.738281	17.080173
-11536.529255	1863.662000	1701.721680	21.956152
-11536.529255	1863.662000	1700.705078	19.512960
-11536.529255	1863.662000	1699.687500	24.386677
-11536.529255	1863.662000	1698.670898	24.382153
-11536.529255	1863.662000	1697.653320	21.939863
-11536.529255	1863.662000	1696.635742	19.498480
-11536.529255	1863.662000	1695.618164	21.931715
-11536.529255	1863.662000	1694.600586	21.927641
-11536.529255	1863.662000	1693.582031	21.923565
-11536.529255	1863.662000	1692.563477	24.354988
-11536.529255	1863.662000	1691.544922	17.045321
-11536.529255	1863.662000	1690.526367	24.345926
-11536.529255	1863.662000	1689.507812	24.341396
-11536.529255	1863.662000	1688.489258	24.336864
-11536.529255	1863.662000	1687.469727	14.599399
-11536.529255	1863.662000	1686.450195	21.895018
-11536.529255	1863.662000	1685.430664	19.458611
-11536.529255	1863.662000	1684.411133	19.454983
-11536.529255	1863.662000	1683.390625	24.314194
-11536.529255	1863.662000	1682.371094	24.309658
-11536.529255	1863.662000	1681.350586	24.305120
-11536.529255	1863.662000	1680.330078	29.160702
-11536.529255	1863.662000	1679.308594	19.436836
-11536.529255	1863.662000	1678.288086	26.720659
-11536.529255	1863.662000	1677.266602	24.286968
-11536.529255	1863.662000	1676.246094	29.138914
-11536.529255	1863.662000	1675.224609	24.277889
-11536.529255	1863.662000	1674.202148	21.846012
-11536.529255	1863.662000	1673.180664	21.841925
